conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dad7e408-162f-46a4-8567-db560e19e2fc,identifică punctele slabe ale sistemelor TIC,released,skill/competence,sector-specific,proiecteaza un sistem de încălzire solară,"Analizează sistemul și arhitectura rețelei, componentele hardware și software, precum și datele pentru a identifica punctele slabe și vulnerabilitățile la intruziuni sau atacuri. Efectuează operațiuni de diagnosticare privind infrastructura cibernetică, inclusiv cercetarea, identificarea, interpretarea și clasificarea vulnerabilităților, a atacurilor asociate și a codului dăunător (de exemplu, pentru activități specifice analizei criminalistice malware și activități rău-intenționate în rețea). Compară indicatorii sau elementele observabile cu cerințele și revizuiește jurnalele pentru a identifica dovezi ale unor intruziuni din trecut.
	",http://data.europa.eu/esco/skill/7adb8473-bcc6-4ff8-9850-76d945d40092 | http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,analizează sisteme TIC | asigură protecția dispozitivelor tic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db36f7f1-5900-45bd-9ffb-f2b19c4362ac,sprijină utilizatorii sistemelor TIC,released,skill/competence,sector-specific,oferă sprijin utilizatorilor | oferă suport la utilizarea sistemelor TIC | ajută utilizatorii sistemului | ajută utilizatorii | sprijină utilizatorii TIC,"Comunică cu utilizatorii finali, îi instruiește cu privire la modul în care să realizeze progrese în ceea ce privește sarcinile, utilizează instrumente și metode de sprijin TIC pentru a rezolva problemele și a identifica posibilele efecte secundare și oferă soluții.",http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/c2296e2e-5fef-4f24-a24f-e5b3792268be | http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488,instruiește pe ceilalți | oferă asistență TIC | asigură formare în domeniul procedurilor operaționale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db77825e-0f3e-47d0-abdb-356794484272,utilizează instrumente și echipamente matematice,released,skill/competence,cross-sector,,"Utilizează un dispozitiv electronic portabil pentru efectuarea atât a operațiunilor de bază, cât și a operațiunilor complexe de aritmetică.",http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186 | http://data.europa.eu/esco/skill/f5f15f9c-6334-4728-8dc5-3a20a00dfc37,efectuează calcule
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221,dezvoltare agilă,released,knowledge,sector-specific,metodă Agile de dezvoltare software | dezvoltare agilă de programe,Modelul de dezvoltare agilă este o metodologie de proiectare a sistemelor și aplicațiilor de software.,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9 | http://data.europa.eu/esco/isced-f/0613,metodologii de management de proiect în TIC | analiza și dezvoltarea de aplicații și software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dbab7fdd-b99b-4233-bc81-75563eee51a4,asamblează dispozitive de telecomunicații,released,skill/competence,occupation-specific,asamblează dispozitivele de telecomunicații | realizează asamblarea aparatelor de telecomunicații | instalează aparatura de telecomunicații | montează aparatura de telecomunicații | asamblează aparatura de telecomunicații,"Asamblează piesele și componentele dispozitivelor, utilizând metode tehnologice pentru transmiterea și primirea informațiilor.",http://data.europa.eu/esco/skill/592525ab-b517-4c55-8c65-17e0f5d99205,asamblează produse electrice și electronice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dc298fac-7ab4-4feb-9b43-33d947d7703e,standarde pentru învățare bazată pe tehnologii TIC,released,knowledge,sector-specific,,"Standardele și specificațiile utilizate pentru e-learning pe internet, cum ar fi Sharable Content Object Reference Model (SCORM), care definesc comunicările dintre conținutul asociat clientului și un sistem gazdă susținut de un sistem de management al învățării.",http://data.europa.eu/esco/isced-f/0612,proiectarea și administrarea de baze de date și rețele
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dcdd5ddf-82a6-4ac3-8edc-d4b23cae9a88,VBScript,released,knowledge,sector-specific,,"Tehnicile și principiile dezvoltării de software, cum ar fi analiza, algoritmii, codificarea, testarea și compilarea de paradigme de programare în VBScript.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,programare pe calculator | analiza și dezvoltarea de aplicații și software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd0e44b9-b285-4563-8ffc-1d4d96bf548c,senzori reed,released,knowledge,occupation-specific,senzori magnetici de poziție | senzori magnetici reed,"Senzori care detectează separarea componentelor magnetice multiple, utilizate adesea pentru a detecta deschiderea ușilor și a ferestrelor pentru prevenirea pătrunderii prin efracție.",http://data.europa.eu/esco/isced-f/0714,electronică și automatizare
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd1e0bc8-d54a-435a-bc43-586bac0b8c02,elaborează informații privind siguranța în TIC,released,skill/competence,occupation-specific,creează notificări de siguranță în TIC | prezintă informații de siguranță în TIC | elaborează informații siguranță TIC | formulează mesaje de avertizare a utilizatorilor de TIC,"Creează mesaje de avertizare, cum ar fi casete de dialog, mesaje pe loc, notificări sau baloane care alertează utilizatorul cu privire la o stare care ar putea cauza o problemă în viitor și furnizează informații privind siguranța în conformitate cu standardele utilizate de cuvintele de avertizare internaționale.",http://data.europa.eu/esco/skill/df329d70-87b0-466b-a214-3431f36e2a5e | http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,protejează dispozitive TIC | asigură protecția dispozitivelor tic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd276faa-ef0a-4ad0-8744-37b883a79b64,aliniază antene și antene parabolice,released,skill/competence,occupation-specific,,Aliniază antene și antene parabolice pentru a obține semnalul cel mai clar de transmitere a emisiunilor din locații de pe teren.,http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,operează echipamente de comunicații
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dda69c90-2355-4ab5-b0ef-6ada47f74cc1,testează hardware informatic,released,skill/competence,occupation-specific,,"Testează hardware și componente informatice utilizând echipamente corespunzătoare. Adună și analizează date. Monitorizează și evaluează performanța sistemului și ia măsuri, dacă este necesar.",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/52b38e90-3d05-4042-a9e2-d19dec8dd7c1 | http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,gândește critic | testează hardware | instalează componente din lemn și metal
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddb65832-91a7-4157-9488-719a0e2ad87b,conduce exerciții de recuperare în urma dezastrelor,released,skill/competence,sector-specific,,"Conduce exerciții care educă cetățenii cu privire la ce să facă în cazul unui eveniment dezastruos neprevăzut în funcționarea sau securitatea sistemelor TIC, cum ar fi în ceea ce privește recuperarea datelor, protecția identității și a informațiilor și măsurile care trebuie luate pentru a preveni alte probleme.",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/b7e752ec-7b2e-46e6-ac24-8b1233609c31,îi conduce pe alții | instruiește pe ceilalți | conduc și motivează
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5,tehnologia calculatoarelor,released,knowledge,cross-sector,,"Calculatoare, rețele de calculatoare și alte tehnologii și echipamente informaționale care pot stoca, extrage, transmite și manipula date.",http://data.europa.eu/esco/isced-f/0714,electronică și automatizare
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddfd922f-a4f7-47a7-bf1c-cf9124e5bf40,elaborează hărți meteorologice,released,skill/competence,cross-sector,,"Realizează hărți meteorologice grafice pentru anumite zone, care conțin informații cum ar fi temperatura, presiunea aerului și porțiunile cu precipitații.",http://data.europa.eu/esco/skill/8f9f8b20-ff26-4392-b04f-695dcde5b90a,prezintă informații tehnice sau din domeniul cercetării
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddfe79e2-c2e3-4ba7-9bdf-3820b4f75b54,identifică nevoile utilizatorilor de TIC,released,skill/competence,sector-specific,identifică nevoile utilizatorilor sistemelor informatice | identifică nevoi utilizatori TIC | identifică nevoile utilizatorilor de sisteme IT | identifică nevoi ale utilizatorilor TIC | identifică cerințele utilizatorilor sistemelor de TIC,"Determină nevoile și cerințele utilizatorilor TIC ai unui anumit sistem prin aplicarea unor metode analitice, cum ar fi analiza grupului-țintă.",http://data.europa.eu/esco/skill/42fcf80d-7b45-40f3-bd2f-5411c4c0dfa0 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/db36f7f1-5900-45bd-9ffb-f2b19c4362ac | http://data.europa.eu/esco/skill/31c83903-8fc8-4bd8-9ca4-7a98a9c31eae,identifică nevoile tehnologice | analizează operațiuni comerciale | sprijină utilizatorii sistemelor TIC | realizează analiza nevoilor consumatorilor
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de0be6e8-644c-4cc9-9c8d-925dd98dda56,proiectarea interacțiunilor cu software-ul,released,knowledge,sector-specific,conceperea interacționării utilizatorilor cu software-ul | descrierea interacționării utilizatorilor cu software-ul | proiectarea interacțiunii cu software-ul | proiectarea modului de utilizare a software-ului,"Metodologiile pentru proiectarea interacțiunii dintre utilizatori și un produs sau serviciu de software pentru satisfacerea nevoilor și preferințelor majorității persoanelor care se vor conecta cu produsul și pentru simplificarea comunicării dintre produs și utilizator, cum ar fi proiectarea orientată spre obiective.",http://data.europa.eu/esco/isced-f/0611,utilizarea computerului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,instrument de testare a punctelor slabe ale sistemului,released,knowledge,sector-specific,instrument de testare a penetrabilității sistemului | instrument de testare a vulnerabilității | instrument testare puncte slabe sistem | instrument pentru identificarea punctelor vulnerabile ale sistemului,"Instrumentele TIC specializate care testează punctele slabe în materie de securitate ale sistemului pentru un posibil acces neautorizat la informațiile din sistem, cum ar fi Metasploit, Burp suite și Webinspect.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/f4a85869-1855-45d5-a43c-7ee8cd451996,analiza și dezvoltarea de aplicații și software | efectuează teste de securitate TIC
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de804504-bd5c-465d-b54f-9da299d8ee90,întreține sistemele de control al stocurilor,released,skill/competence,cross-sector,,Menține la zi sistemele de control al stocurilor și asigură precizia inventarului.,http://data.europa.eu/esco/skill/7a6f50a7-d876-461a-8336-f85a01af4c5f | http://data.europa.eu/esco/skill/e963cf1f-dc3c-48b2-a0fa-274f5e7f50f6,asigură controlul de calitate al stocurilor | depozitează bunuri și materiale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de9f85ba-e77f-48fd-8c66-f5ebaf32d655,Oracle Relational Database,released,knowledge,sector-specific,,"Programul informatic Oracle Rdb este un instrument de creare, actualizare și gestionare a bazelor de date dezvoltat de societatea de software Oracle.",http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f | http://data.europa.eu/esco/isced-f/0612,sisteme de gestionare a bazelor de date | proiectarea și administrarea de baze de date și rețele
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/debef2fc-7af4-4bff-ac92-4d0317915a84,comunicații electronice,released,knowledge,cross-sector,,"Comunicarea de date efectuată prin mijloace digitale, cum ar fi calculatoarele, telefonul sau e-mail.",http://data.europa.eu/esco/isced-f/0714,electronică și automatizare
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/def007fa-5fed-4a5f-91a2-b0d7e3db1be1,COBOL,released,knowledge,sector-specific,,"Tehnicile și principiile dezvoltării de software, cum ar fi analiza, algoritmii, codificarea, testarea și compilarea de paradigme de programare în COBOL.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,programare pe calculator | analiza și dezvoltarea de aplicații și software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df0612db-366c-4ff5-b106-40b9e385195c,utilizează sisteme de asistență decizională,released,skill/competence,sector-specific,,Utilizează sistemele TIC disponibile care pot fi utilizate pentru a sprijini procesul de decizie organizațional sau de afaceri.,http://data.europa.eu/esco/skill/6dc2dfac-3e21-44dd-a71c-9a1c8fe2514c | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,ia decizii operaționale independente | utilizează instrumente digitale pentru colaborare și productivitate
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df11ab22-3c40-4dc8-ab0c-e9f41e62449e,editează fotografii,released,skill/competence,sector-specific,,"Redimensionează, îmbunătățește și retușează fotografiile, folosind aerografia, software de editare și alte tehnici.",http://data.europa.eu/esco/skill/91ba97f5-7518-4638-b2d2-308996db3cf8 | http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,editează imagini | utilizează instrumente digitale pentru prelucrare de sunet și imagine
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df12fd50-55dc-4cfd-a021-818880668789,operează sistemele de comandă pentru echipamentele automate,released,skill/competence,sector-specific,,"Verifică, întreținere și repară componente electrice și electronice. Verifică și actualizează software-ul echipamentelor automate.",http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"întrețin echipamente electrice, electronice și de precizie"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df329d70-87b0-466b-a214-3431f36e2a5e,protejează dispozitive TIC,released,skill/competence,cross-sector,,"Protejează dispozitive TIC și conținutul digital și înțelege riscurile și amenințările din mediile digitale. Cunoaște măsurile de siguranță și securitate și ține seama în mod corespunzător de încredere și de viața privată. Utilizează instrumente și metode care să maximizeze securitatea dispozitivelor și informațiilor TIC prin controlul accesului, cum ar fi parolele, semnăturile digitale, biometria și sistemele de protecție precum firewall, antivirus, filtre spam.",http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2 | http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,siguranță TIC | asigură protecția dispozitivelor tic
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df538078-0ccb-4125-a61d-ebaa648b39f2,efectuează planificarea computerizată a radioterapiei,released,skill/competence,sector-specific,,Elaborează un plan tridimensional al distribuției radiației în zona anatomică care trebuie tratată.,http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,utilizează instrumente digitale pentru colaborare și productivitate
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfb9cec6-3ae3-408a-9d57-c44361bf7aaf,asigură conținut multimedia,released,skill/competence,sector-specific,,"Elaborează materiale multimedia, cum ar fi capturi de ecran, grafice, diapozitive, animații și videoclipuri, care urmează să fie utilizate ca și conținut integrat într-un context informațional mai larg.",http://data.europa.eu/esco/skill/96a67da1-881f-4d09-927e-ac75fcff4d93 | http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,compilează conținut | utilizează instrumente digitale pentru prelucrare de sunet și imagine
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfff95c6-9758-4c04-a228-7eaa88dec6cd,concepe complexitatea organizațională,released,skill/competence,sector-specific,sfătuiește în legătură cu cauzele bolilor plantelor | oferă sfaturi în ceea ce privește cauzele bolilor plantelor,"Stabilește o strategie de autentificare încrucișată și de acces pentru organizațiile complexe (de exemplu, o organizație cu cerințe de conformitate diferite, unități operaționale multiple și cerințe variabile de scalabilitate). Proiectează rețele și medii de tip cloud cu conturi multiple pentru organizații complexe.
	",http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,propun soluții
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e043aeeb-78f5-4049-afbf-12bba52225bc,arhitecturi hardware,released,knowledge,sector-specific,,Proiectele care schițează componentele hardware fizice și interconexiunile acestora.,http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523 | http://data.europa.eu/esco/isced-f/0714,infrastructură TIC | electronică și automatizare
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e06ec50c-68f9-470f-8dc2-7488109c2dfd,analizează datele referitoare la jocurile de noroc,released,skill/competence,sector-specific,,"Analizează datele relevante colectate în timpul activităților de jocuri de noroc, de pariuri sau de loterie. Procesează datele pentru a obține concluzii utile pentru funcționarea eficientă a jocului de pariuri sau de loterie.",http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e | http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696,"evaluează date, informații și conținut digital | analizează operațiuni comerciale | gestionează datele cantitative | analizează date"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e08821b5-d6dd-4db9-a0f1-43185653c244,monitorizează performanța canalelor de comunicare,released,skill/competence,sector-specific,,Caută posibilele erori. Efectuează inspecții vizuale. Analizează indicatorii de sistem și utilizează dispozitive de diagnosticare.,http://data.europa.eu/esco/skill/f7fc7bf8-f41d-44af-81e3-09b88e9779e6,încearcă sisteme sau echipamente electrice și mecanice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0ae0101-ab8f-47a2-938b-ab0cc367b3b5,întreține baza de date a depozitului,released,skill/competence,sector-specific,,Menține la zi baza de date a depozitelor digitale și păstrează accesibilitatea multiplă a acestora.,http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1 | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"utilizează baze de date | gestionează, colectează și stochează date digitale"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e13b734a-218c-434a-a7cc-febac6d24ef3,tehnologii specifice centrelor de apel,released,knowledge,cross-sector,tehnologii utilizate în centrele de intermediere telefonică,"Gama largă de componente hardware și software de telecomunicații, cum ar fi sistemele de telefonie automatizate și dispozitivele de comunicare.",http://data.europa.eu/esco/isced-f/0612,proiectarea și administrarea de baze de date și rețele
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1e99428-b91b-45e1-8ede-ed0cbf161930,stabilește un proces de asistență a clienților de TIC,released,skill/competence,sector-specific,,"Creează o serie de activități de asistență a clienților de TIC înainte, în timpul și în urma unei solicitări. Asigură un răspuns sau o măsură adecvată, sporește nivelul de satisfacție al clienților și primește feedback cu privire la produsele sau serviciile TIC.",http://data.europa.eu/esco/skill/c2296e2e-5fef-4f24-a24f-e5b3792268be | http://data.europa.eu/esco/skill/db36f7f1-5900-45bd-9ffb-f2b19c4362ac | http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,oferă asistență TIC | sprijină utilizatorii sistemelor TIC | elaborează politici și proceduri operaționale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e23e81f5-18db-49aa-ad9b-b3d0fdcad1d2,remediază problemele legate de site-uri web,released,skill/competence,occupation-specific,remediază defecțiunile privind site-ul | remediază erorile legate de site | remediază problemele la website | remediază problemele legate de site | rezolvă problemele legate de site,"Identifică erorile și deficiențele de funcționare ale unui site web. Aplică tehnici de depanare referitoare la conținut, structură, interfață și interacțiuni pentru a găsi cauzele și a rezolva disfuncționalitățile.",http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40 | http://data.europa.eu/esco/skill/d04ee340-5378-4601-8181-19da6d5cbfe0 | http://data.europa.eu/esco/skill/744442ac-c157-4350-8be0-ce454df4f5c5 | http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb,asigură depanare | administrează site-uri web | realizează depanare TIC | soluționează probleme informatice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2b05bcb-b60e-45b5-baa6-3a67ebe77538,sisteme avansate de asistență pentru conducătorii auto,released,knowledge,sector-specific,,"Sisteme inteligente de siguranță montate pe vehicule care ar putea îmbunătăți siguranța rutieră prin evitarea accidentelor, reducerea severității accidentelor și protecția împotriva acestora, precum și notificarea automată a coliziunilor după momentul producerii acestora. Sisteme integrate montate pe vehicule sau pe infrastructuri care se activează în unele faze ale coliziunilor sau în toate aceste faze. La un nivel mai general, unele sisteme de asistență pentru conducătorii auto sunt menite să îmbunătățească siguranța, în timp ce altele servesc doar pentru confort.
	",http://data.europa.eu/esco/isced-f/0619,tehnologii ale informației și comunicațiilor neclasificate în altă parte
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2b82b00-f07f-4fc8-a7bb-c8febf65efe5,compară datele studiilor,released,skill/competence,sector-specific,,Stabilește precizia datelor comparând calculele cu standardele aplicabile.,http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d,analizează date științifice și medicale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2d0daae-2aa1-40cc-99e2-b340b02f97d3,gestionarea datelor despre produs,released,knowledge,cross-sector,,"Utilizarea de programe software pentru a urmări toate informațiile referitoare la un produs, cum ar fi specificațiile tehnice, desenele, specificațiile de proiectare și costurile de producție.",http://data.europa.eu/esco/isced-f/0413,gestiune și administrare
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2fb1ee4-fbf9-4690-b677-3e6ff7cfdc48,testează interogările în TIC,released,skill/competence,occupation-specific,,Evaluează dacă interogările dezvoltate revin și execută măsuri și date corecte.,http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,instalează componente din lemn și metal
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3201e73-ef4d-447d-ac9b-b18e45f35eea,monitorizează sateliți,released,skill/competence,occupation-specific,observă comportamentul sateliților,"Analizează sistemele de la sol și investighează orice comportament anormal al sateliților. Elaborează măsuri corective adecvate și le pune în aplicare, după caz.",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,instalează componente din lemn și metal
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e36c1f47-3913-4d35-a6ae-fd9a7243483f,proiectează rețeaua de ventilație,released,skill/competence,sector-specific,examinează și analizează afecțiunile chiropractice | stabilește diagnosticul chiropractic | examinează și analizează afecțiunea chiropractică | diagnostichează condițiile chiropractice | oferă analize de diagnostic chiropractic,"Proiectează rețeaua de ventilație. Elaborează și planifică planul de ventilație prin utilizarea unui software specializat. Proiectează sisteme de termoficare sau răcire, după caz. Îmbunătățește eficiența rețelei de ventilație în vederea reducerii consumului de energie, inclusiv interacțiunea dintre o clădire cu consum de energie aproape zero (nZEB), utilizarea acesteia și strategia de ventilație adecvată.
	",http://data.europa.eu/esco/skill/6caa915b-b80d-4b43-8bbc-54914e0d5032 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,gestionează ventilația minei | proiectează structuri sau instalații
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3840f20-1928-4d07-944c-d2dd2ae5cbba,analizează idei muzicale,released,skill/competence,sector-specific,evaluează idei muzicale,"Experimentează cu diferite surse de sunete, folosește sintetizatoare și programe de calculator, explorează și analizează în permanență idei și concepte muzicale.",http://data.europa.eu/esco/skill/d12a1be6-d916-436d-8274-ad97b5f24415,compun muzică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3eb64db-bc0b-4cc0-bd31-5feb94b2ef50,utilizează funcția de evidențiere a modificărilor la editarea textului,released,skill/competence,cross-sector,,"Utilizează funcția de evidențiere, cum ar fi corecțiile gramaticale și de ortografie, completările cu elemente și alte modificări făcute la editarea textelor (în format digital).",http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,scriu lucrări tehnice sau academice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e43084e8-6e3d-4649-93e9-2455ff53bc84,pregătește fișe tehnice pentru sonde,released,skill/competence,occupation-specific,,"Pregătește fișe tehnice, enumerând toate informațiile relevante cu privire la o sondă, inclusiv locul în care se află, proprietățile geologice ale sondei, tipurile de resurse, temperaturile și diferitele analize reprezentate în funcție de adâncime.",http://data.europa.eu/esco/skill/9bdf8a77-8524-43da-bac6-d15d22e1b7ed,introduc informații și le modifică
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e439742d-558d-4f52-885e-afdc740b48cf,"răsfoiește, caută și filtrează date, informații și conținut digital",released,skill/competence,cross-sector,,"Formulează clar nevoile de informare, caută date, informații și conținut în mediile digitale, le accesează și navighează prin acestea. Creează și actualizează strategii de căutare personale.",http://data.europa.eu/esco/skill/629685b8-5f9e-4522-8cff-b3e2c4ec625a | http://data.europa.eu/esco/skill/258fea29-09db-4918-8235-0d7d529cd31c,"procesarea datelor digitale | consultă, caută și filtrează date digitale"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e46291c7-52b9-4174-bd59-178884861038,Hadoop,released,knowledge,sector-specific,,"Cadrul de stocare, analiză și prelucrare a datelor cu sursă deschisă care constă, în principal, în componentele sistemului de partajare de fișiere (HDFS) MapReduce și Hadoop și este utilizat pentru a oferi sprijin în gestionarea și analizarea unor seturi mari de date.",http://data.europa.eu/esco/skill/24c200e5-be20-4370-a137-ab53797f3a17 | http://data.europa.eu/esco/isced-f/0613,cadre software | analiza și dezvoltarea de aplicații și software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e464363b-8346-421d-9035-52118b76d8c8,biologie computațională,released,knowledge,sector-specific,calcul biologic,"Domeniu științific interdisciplinar care se concentrează pe utilizarea analizei datelor și a teoriilor, cu scopul de a investiga sistemele biologice obținute prin experimente.
	",http://data.europa.eu/esco/isced-f/058,"programe și calificări interdisciplinare care implică științe naturale, matematică și statistică"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,principii ale inteligenței artificiale,released,knowledge,sector-specific,principii ale rețelelor neuronale | principii de inteligență artificială | principii ale sistemelor de inteligență artificială | teorii de la baza sistemelor inteligente,"Teoriile, principiile aplicate, arhitecturile și sistemele inteligenței artificiale, cum ar fi agenții inteligenți, sistemele cu agenți multipli, sistemele specializate, sisteme bazate pe norme, rețelele de tip neural, ontologiile și teoriile cognitive.",http://data.europa.eu/esco/isced-f/0619,tehnologii ale informației și comunicațiilor neclasificate în altă parte
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e4d34eaf-742e-4bba-801d-e8d617f1f419,operează prese de balotat deșeuri,released,skill/competence,occupation-specific,,"Pornește, operează și monitorizează presele computerizate de balotat deșeuri.",http://data.europa.eu/esco/skill/7ec00c15-c9bb-4b74-9b8b-681424e9ea2c,operează mașini de ambalat
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e4d90d50-bd28-4a0c-a3a7-d4963e2a307a,studiază imagini radar,released,skill/competence,cross-sector,,Analizează imaginile radar pentru a studia fenomenele de la suprafața Pământului.,http://data.europa.eu/esco/skill/77e167dc-70e6-4408-9718-019a4b9e96d9 | http://data.europa.eu/esco/skill/c4376e35-add7-43a0-8b2e-f5741f0df8fe,analizează imagini | desfășoară investigații criminalistice și polițienești
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5609f89-0daf-40bb-bd6b-94f5d7498131,piața TIC,released,knowledge,sector-specific,,"Procesele, părțile interesate și dinamica lanțului de bunuri și servicii în sectorul pieței TIC.",http://data.europa.eu/esco/isced-f/0414,marketing și publicitate
