conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cc0a45a7-4883-4122-af11-7ca6c45a37c2,proiectează sisteme de anvelopare a clădirilor,released,skill/competence,sector-specific,crește ovine | se ocupă cu creșterea oilor | gestionează activitățile de creștere a ovinelor,"Proiectează un sistem de anvelopare ca parte a sistemului energetic complet al clădirii, ținând seama de conceptele de economisire a energiei.
	",http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,proiectează sisteme și produse
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ce541a71-0eaa-40e7-999d-793d1f16fa4c,adaptează practici eficiente de prelucrare a alimentelor,released,skill/competence,sector-specific,,"Asigură adaptarea celor mai eficiente tehnici de producție pentru a îndeplini sarcinile de procesare a alimentelor în cea mai scurtă perioadă de timp, cu cele mai mici eforturi și costuri.",http://data.europa.eu/esco/skill/7a93e22f-54d8-4bf0-9213-d711f6601b49 | http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,lucrează eficient | supraveghează activități operaționale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ce689fb5-2c21-4f96-a4b0-d02d4af35923,proiectează măsuri pasive privind energia,released,skill/competence,sector-specific,creează măsuri pasive,"Proiectează sisteme care ating performanța energetică utilizând măsuri pasive (și anume, lumina și ventilația naturală, controlul câștigurilor solare), sunt mai puțin predispuse la defecțiuni și nu presupun costuri și cerințe de întreținere. Completează măsurile pasive cu cât mai puține măsuri active necesare.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,proiectează sisteme sau echipamente electrice sau electronice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cfbe1cdb-1738-45a1-b442-75cbda1fff06,proiectează eliminarea deșeurilor miniere,released,skill/competence,cross-sector,,Dezvoltă și pune în aplicare gestionarea sigură și eficace a deșeurilor și a haldelor de deșeuri. Reduce la minimum amprenta ecologică a operațiunii și respectă cerințele legale.,http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,elaborează politici și proceduri operaționale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24,climatologie,released,knowledge,cross-sector,,Domeniul științific de studiu care vizează studierea condițiilor meteorologice medii pe o perioadă de timp specificată și modul în care acestea au afectat natura pe Pământ.,http://data.europa.eu/esco/isced-f/0532,științele pământului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d0fc1d32-c64d-4b53-923f-953f648715ab,servicii de închiriere a autoturismelor,released,knowledge,occupation-specific,carsharing,"Servicii de promovare a călătoriilor partajate cu autoturismul, cu scopul de a reduce costurile de deplasare și de a promova durabilitatea.
	",http://data.europa.eu/esco/isced-f/1041,servicii de transport
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d10030a4-f49c-4125-8646-6b091efe5089,monitorizează bunăstarea animalelor,released,skill/competence,cross-sector,,"Monitorizează starea fizică și comportamentul animalelor și raportează orice preocupări sau schimbări neașteptate, inclusiv semne de sănătate sau de boală, aspectul, condițiile de adăpostire a animalelor, aportul de hrană și apă și condițiile de mediu.",http://data.europa.eu/esco/skill/c5ff50d7-97d3-401e-90ac-e5ae756a52de,monitorizează starea de sănătate a oamenilor și a animalelor
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d13f1685-9848-4c9e-a40a-686ddb407858,reglementări de îndepărtare a azbestului,released,knowledge,cross-sector,servicii de îndepărtare a azbestului | norme de îndepărtare și eliminare a azbestului | lucrări de înlăturare a azbestului,"Legislația și reglementările privind eliminarea contaminării cu azbest a clădirilor sau a structurilor și eliminarea în condiții de siguranță a materialelor contaminate, precum și reglementările pentru evitarea și prevenirea contaminării.",http://data.europa.eu/esco/isced-f/1022,sănătatea și siguranța în muncă
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d168d98c-b7bb-4b9a-b1dc-eac008af4df3,implementează planuri de acțiune în materie de biodiversitate,released,skill/competence,sector-specific,,"Promovează și pune în aplicare planuri de acțiune locale și naționale în domeniul biodiversității, în parteneriat cu organizațiile locale/naționale statutare și de voluntariat.",http://data.europa.eu/esco/skill/a6c3bda0-c759-495e-b2c5-062b3abe2097,pun în aplicare noi proceduri sau procese
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d1ec6846-dd8a-4810-8115-474cdf271540,reglementări privind substanțele și amestecurile,released,knowledge,sector-specific,"regulament privind clasificarea, etichetarea și ambalarea substanțelor și a amestecurilor","Reglementările naționale și internaționale privind clasificarea, etichetarea și ambalarea substanțelor și amestecurilor, de exemplu Regulamentul (CE) nr. 1272/2008.",http://data.europa.eu/esco/isced-f/0531,chimie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d1ee1caa-1956-48f6-a009-318204bf908e,modelează ape subterane,released,skill/competence,occupation-specific,,Modelează debitul apelor subterane; analizează temperatura și caracteristicile apelor subterane; identifică formațiuni geologice și efectele cauzate de om.,http://data.europa.eu/esco/skill/2db2667c-bbaf-4e30-8640-c9a647bd2512 | http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,efectuează analiza apei | analizează și evaluează informații și date
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d1f73ae9-d348-4aac-b5d5-9b6d508401d3,tehnologii eficiente din punct de vedere al resurselor,released,knowledge,cross-sector,eficienta resurselor,"Tehnologii durabile care permit producerea a mai multă valoare cu resurse limitate, concomitent cu reducerea impactului asupra mediului, limitându-se astfel riscul de penurie.
	",http://data.europa.eu/esco/skill/103f7814-d262-4df6-a1b6-759bc51f76cb | http://data.europa.eu/esco/isced-f/0712,tehnologii durabile | tehnologia protecției mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d28bf3f7-4659-4405-9979-b1270c4c4322,gestionează ventilarea cuptorului,released,skill/competence,sector-specific,,Gestionează o ventilare a cuptorului specifică produsului și eficientă din punct de vedere energetic.,http://data.europa.eu/esco/skill/bdf2aa76-360d-429d-a967-bdb691f241fa,"operează cuptoare, furnale și utilaje de uscare"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2c81ad1-2439-43cf-9c63-204187b8f771,reduce risipa de resurse,released,skill/competence,cross-sector,,"Evaluează și identifică oportunitățile de utilizare a resurselor într-un mod mai eficient, depunând eforturi continue pentru a reduce deșeurile de utilități.",http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821 | http://data.europa.eu/esco/skill/cbe1b24e-00f3-4b17-94e9-1fcd34a11c3e,evaluează impactul comportamentului individual asupra mediului | identifică oportunități
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2c9c20e-ff2f-4684-bf93-1d04c78f698f,întreține sistemul de control al desalinizării,released,skill/competence,sector-specific,,Menține un sistem pentru a obține apă potabilă din apă salină.,http://data.europa.eu/esco/skill/75d2ac62-700a-41d1-b920-5cd7aaa78553 | http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"acționează sisteme de comandă și control | operează sisteme sau utilaje pentru prelucrarea petrolului, pentru tratarea apei sau chimice"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d3672a07-6a5b-49f4-bdd3-fcd539594556,biomotorină,released,knowledge,occupation-specific,,Motorina obținută pe bază de uleiuri vegetale sau grăsime animală prin reacția lipidelor cu alcooli.,http://data.europa.eu/esco/isced-f/0531,chimie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d3a8ef9c-8572-438c-91dc-010537070be3,gestionează impactul de mediu,released,skill/competence,cross-sector,,"Pune în aplicare măsuri de reducere la minimum a impactului biologic, chimic și fizic al activității miniere asupra mediului.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,respectă standardele și legislația în materie de protecția mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d483ae95-5f25-4601-ba97-113bbb7a31b0,monitorizează planul de management de mediu al exploatării agricole,released,skill/competence,sector-specific,,Identifică denumirile și directivele de mediu care se referă la o anumită exploatație și include cerințele acestora în procesul de planificare a exploatației. Monitorizează punerea în aplicare a planului de management de mediu al exploatării agricole și a termenelor de revizuire.,http://data.europa.eu/esco/skill/b13e0689-636d-42d0-86c3-df9d6f85a882 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,gestionează sistemul de management de mediu | respectă standardele și legislația în materie de protecția mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d53eab76-e8ff-4e28-af26-7e012951c763,măsoară performanța în materie de durabilitate a întreprinderii,released,skill/competence,cross-sector,evaluează performanța sustenabilității,"Urmărește indicatorii de durabilitate și analizează cât de bine se descurcă întreprinderea în ceea ce privește performanța în materie de durabilitate, în raport cu obiectivele de dezvoltare durabilă sau cu standardele globale de raportare cu privire la durabilitate.
	",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,respectă standardele și legislația în materie de protecția mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d589970b-933d-4656-bcb6-a43b3cc67888,monitorizează calitatea apei,released,skill/competence,cross-sector,,"Măsoară calitatea apei: temperatură, oxigen, salinitate, pH, N2, NO2, NH4, CO2, turbiditate, clorofilă. Monitorizează calitatea microbiologică a apei.",http://data.europa.eu/esco/skill/0b3930a2-8a13-4932-8a09-4c72ec8af464,monitorizează calitatea mărfurilor
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d5bcc417-a004-4165-b7f1-ab739eadd2f4,caracteristici ale orașelor inteligente,released,knowledge,sector-specific,,"Utilizarea tehnologiilor care implică volume mari de date în contextul orașelor inteligente pentru a dezvolta ecosisteme software noi pe baza cărora pot fi create funcționalități avansate de mobilitate.
	",http://data.europa.eu/esco/isced-f/0619,tehnologii ale informației și comunicațiilor neclasificate în altă parte
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d62755fd-2b38-45b8-aed6-22b4cb36f8c8,supervizează instalațiile de acvacultură,released,skill/competence,sector-specific,gestionează instalațiile de acvacultură | supraveghează instalațiile de acvacultură,"Supervizează instalațiile de acvacultură și identifică necesitățile în materie de echipamente. Înțelege desenele, planurile și principiile de proiectare ale diferitelor sisteme de reținere ale echipamentelor de acvacultură.",http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,conduc activități operaționale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d7d39ebe-3960-4c8f-a504-19b441990cfa,elimină deșeuri de preparate pentru hrana animalelor,released,skill/competence,occupation-specific,,Elimină deșeurile de animale preparate pentru hrana animalelor și depune eforturi pentru a reduce la minimum impactul asupra mediului al compozițiilor furajelor. Respectă legislația relevantă.,http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,elimină deșeuri sau reziduuri nepericuloase | gestionează deșeuri
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d7d53919-5313-4f23-a701-d12f86c03a60,utilizează tehnologii eficiente din punctul de vedere al utilizării resurselor în sectorul ospitalității,released,skill/competence,sector-specific,,"Pune în aplicare îmbunătățiri tehnologice în unitățile de ospitalitate, cum ar fi mașini cu abur fără racorduri pentru prepararea alimentelor, supape de pulverizare pentru clătire prealabilă și robinete cu debit redus pentru chiuvete, care optimizează consumul de apă și de energie în cursul procesului de spălare a vaselor, curățare și preparare a alimentelor.
	",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,respectă standardele și legislația în materie de protecția mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d81b58ba-52e4-45fa-9f7c-f59b87fa6041,sisteme domotice,released,knowledge,sector-specific,,"Instalații rezidențiale inteligente pentru iluminat, termoficare, securitate etc., care pot fi controlate de la distanță. Sistemele domotice vizează îmbunătățirea calității vieții în locuințe și clădiri, inclusiv creșterea gradului de independență a persoanelor cu dizabilități și economisirea energiei.
	",http://data.europa.eu/esco/isced-f/0714,electronică și automatizare
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d84326c9-a3d3-4e22-a6a1-1ad42a356f10,consultanță în domeniul durabilității,released,knowledge,sector-specific,,"Abordare de tip consultanță care este folosită pentru a ajuta întreprinderile să afle mai multe despre impactul lor asupra durabilității și să implementeze strategii pentru a deveni ecologice și eficiente.
	",http://data.europa.eu/esco/isced-f/0712,tehnologia protecției mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d86babea-bf8b-4552-81a8-daf706066ad6,gestionează impactul de mediu al operațiunilor,released,skill/competence,cross-sector,,Gestionează interacțiunea cu mediul și impactul întreprinderilor asupra mediului. Identifică și evaluează impacturile asupra mediului ale procesului de producție și ale serviciilor conexe și reglementează reducerea efectelor asupra mediului și asupra persoanelor. Organizează planuri de acțiune și monitorizează orice indicatori de îmbunătățire.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,adoptă modalități de reducere a impactului negativ al consumului | respectă standardele și legislația în materie de protecția mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d96b6330-c73f-443f-9048-702b2226f62b,tratează apa contaminată,released,skill/competence,sector-specific,tratarea apei contaminate | managementul tratării apei | gesionează tratarea apei,"Tratează apa contaminată utilizând o varietate de tehnici, de exemplu lagune și paturi de stuf.
	",http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e,manipulează și elimină materiale periculoase
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9beab8e-1bd0-42a3-bf3e-58a8f647ad96,instalează mecanisme de filtrare a apei,released,skill/competence,sector-specific,,Instalează diferite tipuri de mecanisme care împiedică pătrunderea impurităților în apa recuperată. Instalează filtre în microni și membrane pentru a filtra reziduurile și pentru a împiedica țânțarii să intre în sursa de apă. Amplasează mecanisme cu bilă pentru a filtra primul jet de apă pluvială de pe acoperiș.,http://data.europa.eu/esco/skill/1abc1d86-e529-42ab-828f-8d4fc225b076 | http://data.europa.eu/esco/skill/2fbc1a35-a641-4016-9534-12364f4cb2a1 | http://data.europa.eu/esco/skill/0b8d15c9-7b4f-4163-b863-fe5b756d3e7f,filtrează lichide | instalează rezervoare de apă | repară și instalează echipamente mecanice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9d3eb78-a7c6-4076-9e19-df225af2ec62,gestionează bugetul programului de reciclare,released,skill/competence,cross-sector,,Gestionează programul anual de reciclare și bugetul aferent al unei organizații.,http://data.europa.eu/esco/skill/193af349-b20e-4277-94bf-b184e92b8d6a,gestionează bugete sau finanțe
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da896663-08b3-409d-aa3d-31f39a8e8d2b,efectuează un studiu de fezabilitate privind sistemele cu funcționare pe biomasă,released,skill/competence,sector-specific,întocmește un inventar al accesoriilor | întocmește un inventar al echipamentelor | realizează un inventar al accesoriilor | pregătește un inventar al accesoriilor | alcătuiește o listă de inventar | pregătește o listă de inventar,"Efectuează evaluarea și analiza potențialului unei instalații cu funcționare pe biomasă. Realizează un studiu standardizat pentru a determina costurile, restricțiile și componentele disponibile și efectuează cercetări pentru a sprijini procesul de luare a deciziilor.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,elaborează studiul de fezabilitate | analizează operațiuni comerciale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dab7c301-2a33-454e-8fed-23218fa28eee,proiectare ecologică,released,knowledge,sector-specific,procesul de proiectare a mediului,"Abordare folosită pentru a face față problemelor de mediu legate de clădiri, planuri și produse din diverse domenii precum inginerie, design interior și arhitectură.
	",http://data.europa.eu/esco/isced-f/0788,"programe și calificări interdisciplinare care implică inginerie, activitate manufacturieră și construcții"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dacaebb5-5d85-4f3e-9adb-7c82b4f53189,elimină deșeuri alimentare,released,skill/competence,sector-specific,,"Elimină sau colectează deșeuri alimentare în scopul reciclării sau al aruncării provenite din procesul de producție. Urmează procedurile stabilite pentru eliminarea lor, având grijă de mediu și de aspectele legate de siguranță, în conformitate cu legislațiile.",http://data.europa.eu/esco/skill/4aba6668-6118-4953-804b-869cef94422a | http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,elimină deșeuri nepericuloase | elimină deșeuri sau reziduuri nepericuloase | gestionează deșeuri
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dada8e80-2a53-41bf-9eac-f8c1f9971bed,materiale de construcție durabile,released,knowledge,sector-specific,materiale durabile pentru costrucții | nanoacoperire pentru clădiri verzi | materiale durabile pentru constructii,"Tipuri de materiale de construcție care reduc la minimum impactul negativ al clădirii asupra mediului extern, pe parcursul întregului lor ciclu de viață.
	",http://data.europa.eu/esco/skill/e26e07ca-4a35-42e3-940d-e5868fd38fba | http://data.europa.eu/esco/isced-f/0732,industria materialelor de construcții | construcții și lucrări de geniu civil
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db54a4d7-9ea9-4c3d-9bd9-9169e6c1fb4f,verifică sisteme de distribuție a energiei electrice,released,skill/competence,sector-specific,,"Revizuiește procedurile, planificările și bazele de date pentru a identifica și a recomanda modificări în sistemele existente de distribuție a energiei electrice, pentru a îndeplini cerințele și reglementările operaționale.",http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1 | http://data.europa.eu/esco/skill/f2cf57fe-d4cb-4b4a-831d-73171cc73909,"utilizează baze de date | evaluează sisteme, programe, echipamente și produse"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db9050db-ae5d-4be8-8114-c26f272c3bda,asigură gestionarea aspectelor legate de sănătate și securitate,released,skill/competence,sector-specific,,"Gestionează politicile generale în materie de sănătate, siguranță și sustenabilitate și aplicarea lor la scară largă la nivel de organizație.",http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,urmează proceduri de siguranță și sănătate
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dbbe485f-b9c2-42df-ba1c-144a2ecfb119,evaluează potențialele conflicte din domeniul acvaculturii,released,skill/competence,occupation-specific,evaluarea potenţialelor conflicte ale utilizatorilor finali | evaluează potențialul de conflict al utilizatorului final | evaluează potențialele conflicte ale utilizatorilor finali | evaluarea potențialului de conflict al utilizatorului final,Evaluează potențialele conflicte cu alte părți interesate în ceea ce privește impactul acvaculturii asupra mediului și conflictele de interese cu alți utilizatori ai zonei costiere.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,adoptă modalități de reducere a impactului negativ al consumului | analizează și evaluează informații și date
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dbe63ddf-76f8-4177-a482-fee995a57b77,managementul integrat al organismelor dăunătoare,released,knowledge,sector-specific,Metode IPM | tehnici integrate de gestionare a dăunătorilor | metode integrate de gestionare a dăunătorilor | IPM | Tehnici IPM,"O abordare integrată a prevenirii și/sau eliminării organismelor dăunătoare plantelor, care vizează menținerea utilizării pesticidelor și a altor forme de intervenție numai la niveluri justificate din punct de vedere economic și ecologic și care diminuează sau reduc la minimum riscurile pentru sănătatea umană și pentru mediu.
	",http://data.europa.eu/esco/skill/6e84c2b5-935a-4958-a410-da42efaf7c27 | http://data.europa.eu/esco/isced-f/0811,tehnici de gestionare a dăunătorilor | producție vegetală și animală
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dbef5042-4b99-4e6f-b2ed-1d33b07b3ed6,oferă consiliere cu privire la soluțiile de durabilitate,released,skill/competence,cross-sector,,"Consiliază întreprinderile cu privire la soluțiile de dezvoltare a unor procese de producție durabile, de îmbunătățire a eficienței materialelor și de reutilizare și reducere a amprentei de carbon.
	",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,oferă consultanță pe aspecte de mediu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dce16d2c-278a-4161-9847-8435e52c96d3,gestionează cursuri de apă și bazine de captare,released,skill/competence,sector-specific,,"Gestionează cursuri de apă și bazine de captare în iazuri, lagune și ecluze.",http://data.europa.eu/esco/skill/583b1fb5-be8d-41f0-aa81-0b6bef4793c2,montează sisteme sau echipamente de instalații sau de conducte
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd5451c6-a006-4218-bf94-348d81bed42f,agricultură de conservare,released,knowledge,sector-specific,,"Tehnici, metode și principii care promovează utilizarea durabilă a terenurilor și a solului în producția agricolă. Se bazează pe cele trei principii privind acoperirea permanentă a solului, perturbarea minimă a solului și diversificarea speciilor de plante.
	",http://data.europa.eu/esco/isced-f/0811,producție vegetală și animală
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dda26251-7331-41fd-871f-1106ca468189,inginerie rutieră,released,knowledge,cross-sector,,"Subdisciplina ingineriei civile care aplică metode de inginerie pentru a crea fluxuri de trafic sigure și eficiente de oameni și mărfuri pe drumuri, inclusiv trotuare, semafoare și facilități pentru biciclete.",http://data.europa.eu/esco/skill/82887396-e5bf-4306-af51-3fe8d82790b2 | http://data.europa.eu/esco/isced-f/0732,inginerie civilă | construcții și lucrări de geniu civil
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dda745dd-b8d6-45d8-8c74-e05495ce90f5,obiective de dezvoltare durabilă,released,knowledge,cross-sector,,"Lista celor 17 obiective globale stabilite de Adunarea Generală a Organizației Națiunilor Unite și concepute ca o strategie pentru realizarea unui viitor mai bun și mai durabil pentru toți.
	",http://data.europa.eu/esco/isced-f/0319,științe sociale și comportamentale neclasificate în altă parte
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddbf25f1-b91a-4083-9ef1-cc113a46e4c0,ecosisteme,released,knowledge,cross-sector,structura ecosistemelor | tipuri de ecosisteme | caracteristicile ecosistemelor antropizate | deteriorarea ecosistemelor | diversitatea ecosistemelor,Caracteristicile sistemului în care organismele vii coabitează și interacționează cu alte elemente nevii.,http://data.europa.eu/esco/isced-f/0521,științele mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddce2912-bc0f-4a47-aa2b-c1de48bc4b44,conservarea energiei,released,knowledge,cross-sector,optimizare energetică,"Practică de reducere a consumului de energie și de utilizare a unui număr mai mic de servicii energetice. Ca proces durabil, conservarea energiei se realizează prin înlocuirea energiei utilizate cu surse alternative, utilizarea unor produse mai eficiente din punct de vedere energetic sau neutilizarea anumitor produse sau servicii energetice.
	",http://data.europa.eu/esco/isced-f/0712,tehnologia protecției mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de131ede-cbfe-4e34-aff4-96f16831c3c4,raportează incidentele de poluare,released,skill/competence,sector-specific,,"Atunci când un incident provoacă poluare, examinează amploarea prejudiciului și care ar putea fi consecințele și raportează la instituția relevantă, respectând procedurile de raportare a poluării.",http://data.europa.eu/esco/skill/be6ab363-3de1-427f-a8ef-85d5b0250822 | http://data.europa.eu/esco/skill/20136935-e6a1-417b-81df-9b94d4c2c371 | http://data.europa.eu/esco/skill/24310a7b-5db1-4917-a705-4835630227ca,raportează fapte | raportează incidente și defecțiuni | întocmește rapoarte privind accidentele de muncă
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/debd4fe7-58c9-499e-8a7e-b42984afe728,"distribuția apei pentru termoficare, răcire și apă caldă",released,knowledge,sector-specific,"sisteme de răcire, încălzire și apă caldă potabilă","Principiile de proiectare a sistemelor de distribuție a apei pentru termoficare, răcire și apă caldă menajeră și relația cu izolația, economiile de energie prin proiectarea hidraulică optimă. Natura pierderilor de energie din aceste sisteme cauzate de transferul de căldură, de pierderea de presiune (rezistența conductelor și a supapelor) și a alimentării cu energie electrică necesară pentru acționarea pompelor și a supapelor.
	",http://data.europa.eu/esco/isced-f/0713,electricitate și energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df179770-1c8d-4673-a270-481b7e4e6010,proiectează un sistem de energie eoliană de mici dimensiuni,released,skill/competence,sector-specific,proiecteaza un mini-sistem de energie eoliană,"Proiectează sistemul de energie eoliană de mici dimensiuni, inclusiv bateriile și invertoarele de energie, în concordanță cu alte surse de alimentare cu energie electrică, precum și rezistența construcției pentru amplasarea miniturbinei.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,proiectează sisteme sau echipamente electrice sau electronice
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfa7be8d-a98d-4fa5-a759-86b6357f38cf,verifică cereri de granturi și subvenții,released,skill/competence,occupation-specific,,"Monitorizează cererile de granturi primite de la indivizi, organizații caritabile, grupuri comunitare sau departamente de cercetare universitare, pentru a se asigura că îndeplinesc criteriile de finanțare.",http://data.europa.eu/esco/skill/e67fd42d-25f1-4124-b0be-3b1e3bfdd70c,verifică identitatea și documentele persoanelor
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dff0087d-25e4-40bf-979e-32fdf2445438,elaborează strategii de reducere a deșeurilor alimentare,released,skill/competence,cross-sector,pregătește preparate pentru sugari | pregătește formule pentru nou-născuți și sugari | pregătește formule pentru sugari | pregătește alimente manufacturate pentru sugari,"Elaborează politici precum cele privind mesele angajaților sau redistribuirea alimentelor pentru a reduce, reutiliza și recicla deșeurile alimentare acolo unde este posibil. Aceasta include revizuirea politicilor de achiziții pentru a identifica domeniile de reducere a deșeurilor alimentare, de exemplu, cantitățile și calitatea produselor alimentare.
	",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,elaborează politici și proceduri operaționale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0475631-c151-4413-829c-cb5c76b83271,măsoară durabilitatea activităților turistice,released,skill/competence,sector-specific,instalează componente de interior pentru autovehicule,"Colectează informații, monitorizează și evaluează impactul turismului asupra mediului, inclusiv asupra ariilor protejate, asupra patrimoniului cultural local și asupra biodiversității, în efortul de a reduce amprenta de carbon a activităților din industrie. Aceasta include desfășurarea de anchete cu privire la vizitatori și măsurarea oricăror măsuri necesare pentru compensarea daunelor.
	",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,supraveghează starea mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0701805-94ab-4c79-9624-39a7202cbe4f,calculează deprecierea unui activ,released,skill/competence,occupation-specific,,"Calculează reducerea valorii unui activ, cauzată, de exemplu, de afectarea sau modificarea mediului, în conformitate cu legislația.",http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186 | http://data.europa.eu/esco/skill/f55fac09-92a2-4a88-9a96-ee9fb5b18519,efectuează calcule | stabilesc valoarea bunurilor sau serviciilor
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e16fca1b-b3e2-4823-bba1-7c755c1caf58,oferă consiliere în legătură cu poluarea cu nitrați,released,skill/competence,sector-specific,oferă sfaturi în legătură cu poluarea cu nitrați,"Oferă consiliere cu privire la impactul și consecințele poluării (inclusiv poluarea solului cauzată de îngrășăminte) cauzate de emisiile de protoxid de azot care contribuie la epuizarea stratului de ozon și sugerează soluții de atenuare a acestor acțiuni.
	",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,oferă consultanță pe aspecte de mediu
